trip_id,segment_type,hvac_on,start_idx,end_idx,duration_s,mean_current,mean_voltage,max_current,min_current,soc_drop
TripA_TripA06_d1s,driving,True,2069,2153,84,-35.83247354497354,381.88829605579605,27.956666666666667,-106.77,1.5
TripA_TripA06_d1s,driving,True,2170,2428,258,-37.46451922324015,379.69328752642707,74.44888888888889,-151.60444444444445,5.5
TripA_TripA06_d1s,driving,True,2434,2635,201,-30.879175335443996,378.1029308005428,78.33636363636364,-284.5822222222222,1.0
TripA_TripA06_d1s,driving,True,2664,2694,30,-37.33378787878788,377.6186161616162,16.798181818181817,-119.95444444444443,0.0
TripA_TripA06_d1s,driving,True,2739,2866,127,-8.537823908375088,380.51426469418595,45.89555555555555,-61.39888888888889,0.5
TripA_TripA06_d1s,idle,True,2877,2913,36,-2.9748597081930424,381.3999999999999,-2.9,-3.2418181818181817,0.0
TripA_TripA06_d1s,driving,True,2913,2943,30,-9.330481481481483,380.68679461279464,15.719090909090909,-26.40777777777778,0.0
TripA_TripA06_d1s,driving,True,2946,3007,61,-9.925093558536181,380.56526080476897,15.756363636363636,-62.56222222222222,0.5
TripA_TripA06_d1s,driving,True,3024,3121,97,-7.2079287722586685,380.62316984275753,33.66727272727273,-51.48909090909091,0.0
TripA_TripA06_d1s,driving,True,3122,3153,31,-5.93942652329749,380.64522971652,9.253636363636364,-17.345555555555553,0.0
TripA_TripA07_d1s,driving,True,1,61,60,-16.822035353535355,378.8227356902356,20.50555555555556,-68.47,0.5
TripA_TripA07_d1s,driving,True,80,132,52,-46.74137917637919,375.12138500388505,14.92,-82.66636363636364,1.5
TripA_TripA07_d1s,driving,True,133,413,280,-42.881379148629144,372.607913059163,78.2911111111111,-258.39,7.0
TripA_TripA07_d1s,driving,True,414,497,83,-62.18658634538155,368.27758427649997,78.01181818181819,-114.4511111111111,3.0
TripA_TripA07_d1s,driving,True,498,715,217,-41.474805660289526,368.65633151794447,77.17272727272727,-164.43545454545455,5.100000000000001
TripA_TripA07_d1s,driving,True,716,788,72,-39.328277216610545,367.20869248035916,81.43181818181819,-118.92636363636365,2.0
TripA_TripA07_d1s,driving,False,789,996,207,-48.30293661250184,365.5787078514615,106.56666666666666,-299.41545454545457,5.5
TripA_TripA07_d1s,driving,True,1001,1228,227,-40.09536154496507,364.70828816802384,73.32272727272726,-249.4827272727273,5.0
TripA_TripA07_d1s,driving,True,1229,1815,586,-20.413521046643915,364.4797457510256,82.85111111111111,-234.34444444444443,7.0
TripA_TripA07_d1s,driving,True,1819,1890,71,-17.945379143548163,363.77630672926455,43.464444444444446,-61.01181818181818,0.5
TripA_TripA07_d1s,driving,True,1892,2038,146,-8.190143904801438,364.6624491490245,28.072727272727278,-40.40444444444445,1.0
TripA_TripA08_d1s,driving,True,16,74,58,-17.285454545454545,389.8780459770115,27.163636363636364,-94.9018181818182,0.0
TripA_TripA08_d1s,idle,True,110,163,53,-6.042563369544503,390.89795121021535,-5.877777777777778,-6.638181818181818,0.0
TripA_TripA08_d1s,idle,True,188,286,98,-5.386509997938569,390.79371675943105,-3.663636363636364,-6.422727272727273,0.0
TripA_TripA08_d1s,idle,True,303,344,41,-3.1198571076619857,390.97520078837147,-3.03,-3.661111111111112,0.0
TripA_TripA08_d1s,idle,True,365,407,42,-3.491688311688312,390.9,-3.3645454545454543,-3.822222222222222,0.0
TripA_TripA08_d1s,idle,True,416,476,60,-3.0487390572390565,390.90000000000015,-2.848181818181818,-3.2963636363636364,0.0
TripA_TripA08_d1s,idle,True,673,708,35,-2.726320346320347,390.6523838383839,-2.6672727272727275,-3.2622222222222224,0.0
TripA_TripA08_d1s,driving,False,778,949,171,-21.25806249630811,388.0668226120858,68.9890909090909,-120.38545454545456,2.5
TripA_TripA08_d1s,driving,False,999,1133,134,-21.772219206995324,386.41934192673,91.33363636363636,-162.51555555555558,1.5
TripA_TripA08_d1s,driving,False,1146,1182,36,-17.254029180695845,387.20011784511786,46.47454545454545,-201.3411111111111,0.5
TripA_TripA08_d1s,driving,False,1225,1264,39,-9.354959854959853,387.9043123543124,41.68909090909092,-80.1590909090909,0.0
TripA_TripA08_d1s,idle,False,1301,1362,61,-2.1730816360324554,388.7184384831926,-1.970909090909091,-2.6344444444444446,0.5
TripA_TripA08_d1s,idle,False,1374,1442,68,-2.2485056446821154,388.7862967914439,-2.041111111111111,-2.880909090909091,0.0
TripA_TripA08_d1s,driving,False,1460,1490,30,-21.424373737373738,386.76066329966335,24.374444444444443,-130.5111111111111,0.5
TripA_TripA08_d1s,driving,False,1496,1568,72,-9.049273288439954,387.7423611111111,49.72555555555556,-114.2381818181818,0.5
TripA_TripA08_d1s,driving,False,1588,1637,49,-15.607410843125129,387.11133786848075,23.37444444444445,-109.76,0.5
TripA_TripA08_d1s,driving,False,1705,1751,46,-16.30117918313571,386.84084980237157,52.791818181818186,-73.70636363636363,0.5
TripA_TripA08_d1s,driving,False,1773,1818,45,-20.065847362514027,386.28359147025816,65.61454545454545,-95.80888888888887,0.5
TripA_TripA08_d1s,idle,False,1878,1916,38,-2.1590138224348747,388.1573365231261,-1.8944444444444448,-3.071818181818182,0.0
TripA_TripA08_d1s,idle,False,1940,1996,56,-1.9326406926406925,388.1915584415584,-1.8136363636363635,-2.296666666666667,0.0
TripA_TripA08_d1s,driving,False,2062,2124,62,-10.566381557510589,386.6732616487455,41.22272727272727,-106.49888888888889,0.5
TripA_TripA08_d1s,driving,False,2288,2318,30,-4.441784511784514,387.4261447811447,15.931111111111113,-43.45636363636363,0.0
TripA_TripA08_d1s,idle,False,2319,2366,47,-2.395166559209112,387.6990543735226,-2.2566666666666664,-2.805555555555556,0.5
TripA_TripA08_d1s,driving,False,2415,2459,44,-10.00630624426079,386.7771235078053,30.254444444444445,-47.64,0.5
TripA_TripA08_d1s,driving,False,2460,2496,36,-8.006133557800224,386.9154264870931,47.82727272727273,-31.77444444444445,0.0
TripA_TripA08_d1s,driving,False,2527,2570,43,-7.396809960065774,387.0093680996007,29.133333333333333,-57.04333333333333,0.0
TripA_TripA08_d1s,driving,False,2621,2656,35,-21.813324675324676,385.6618499278499,12.133636363636365,-82.57333333333332,0.0
TripA_TripA08_d1s,driving,False,2674,2749,75,-7.9335407407407414,386.4924808080808,49.87777777777777,-88.19636363636363,0.5
TripA_TripA09_d1s,driving,False,3,55,52,-7.34855477855478,386.3996872571872,18.718888888888888,-34.52,0.0
TripA_TripA09_d1s,driving,False,56,146,90,-9.303562289562288,385.8759696969697,37.27727272727273,-44.34777777777778,0.5
TripA_TripA09_d1s,driving,False,200,255,55,-7.4836528925619845,386.06035629017435,33.37777777777777,-53.44888888888889,0.5
TripA_TripA09_d1s,driving,False,310,350,40,-3.099613636363636,386.42888888888893,19.125555555555557,-32.16727272727273,0.0
TripA_TripA09_d1s,driving,False,377,447,70,-12.83952380952381,384.922823953824,13.118181818181816,-52.443333333333335,0.5
TripA_TripA09_d1s,driving,False,524,589,65,-17.7677498057498,384.3965765345765,34.08909090909091,-126.09555555555556,0.5
TripA_TripA09_d1s,idle,False,599,637,38,-1.7360233918128658,385.81027379053694,-1.2122222222222223,-3.03,0.0
TripA_TripA09_d1s,driving,False,637,772,135,-9.723092405536852,384.7332966704078,23.33,-70.49000000000001,0.5
TripA_TripA09_d1s,driving,False,798,828,30,-11.223434343434343,384.5784343434344,31.81636363636364,-83.36555555555555,0.5
TripA_TripA09_d1s,driving,False,830,866,36,-11.142558922558923,384.5031285072952,31.973333333333333,-40.76545454545454,0.0
TripA_TripA09_d1s,driving,False,867,1031,164,-8.647333086967231,384.36402562207445,30.42888888888889,-52.88222222222223,1.0
TripA_TripA09_d1s,idle,False,1156,1192,36,-1.2406509539842874,385.3625869809203,-0.9366666666666666,-2.752222222222222,0.0
TripA_TripA09_d1s,driving,False,1192,1231,39,-5.983462833462833,384.7129992229992,28.585555555555555,-38.66111111111111,0.5
TripA_TripA09_d1s,driving,False,1242,1278,36,-7.149407968574632,384.46233164983164,26.413636363636364,-47.45666666666667,0.0
TripA_TripA09_d1s,driving,False,1288,1360,72,-14.569775533108864,383.2860507856342,46.30181818181818,-80.60111111111111,0.5
TripA_TripA09_d1s,driving,False,1362,1426,64,-14.230222537878788,382.91110479797976,31.18333333333333,-57.4590909090909,0.5
TripA_TripA09_d1s,driving,False,1456,1507,51,-15.071675579322637,382.7801960784314,30.029090909090908,-58.08,0.5
TripA_TripA09_d1s,driving,False,1508,1631,123,-12.00546275765788,382.68732035805203,34.78,-52.16636363636364,1.0
TripA_TripA09_d1s,driving,False,1655,1695,40,-9.460964646464648,383.0870984848485,25.63,-35.02272727272727,0.5
TripA_TripA09_d1s,driving,False,1697,1781,84,-7.0701443001443,383.2881084656084,16.815555555555555,-38.00666666666667,0.5
TripA_TripA10_d1s,driving,True,23,89,66,-8.854449035812673,383.34329354147536,8.539090909090909,-45.04666666666667,0.5
TripA_TripA10_d1s,driving,True,90,208,118,-9.605927067283,382.6021819893853,38.27909090909091,-74.48777777777778,0.5
TripA_TripA10_d1s,driving,False,211,299,88,-7.040243342516069,382.6196441689623,16.324444444444442,-27.51,0.5
TripA_TripA10_d1s,driving,False,330,433,103,-6.842917524762185,382.5443630479553,20.025454545454547,-31.954545454545453,0.5
TripA_TripA10_d1s,driving,False,440,475,35,-15.580060606060604,381.1933564213564,18.231111111111108,-48.85636363636363,0.0
TripA_TripA10_d1s,driving,False,483,636,153,-30.279464580444973,377.1991998415528,24.483636363636364,-101.37555555555556,3.0
TripA_TripA10_d1s,driving,False,637,1157,520,-17.48772047397047,376.4302985625486,70.81222222222223,-244.0233333333333,5.5
TripA_TripA10_d1s,driving,False,1163,1197,34,-19.0100623885918,375.7725906120024,23.002727272727277,-60.01454545454545,0.0
TripA_TripA10_d1s,driving,False,1269,1393,124,-8.622120397523625,376.12972629521016,40.53363636363636,-79.56555555555556,0.5
TripA_TripA11_d1s,driving,True,15,95,80,-16.479238636363636,390.15007954545456,31.16,-56.90555555555555,0.0
TripA_TripA11_d1s,idle,True,158,201,43,-7.003612872915199,390.49580690627204,-6.619999999999999,-7.555555555555555,0.0
TripA_TripA11_d1s,driving,True,237,267,30,-17.755986531986533,389.16614141414146,31.41111111111111,-144.93727272727273,0.0
TripA_TripA11_d1s,driving,True,268,361,93,-20.434478114478114,388.27417725643545,42.72,-170.28545454545454,1.5
TripA_TripA11_d1s,driving,True,401,439,38,-21.230847953216376,388.0478309409889,61.99090909090909,-121.35888888888888,0.5
TripA_TripA11_d1s,driving,True,448,536,88,-49.77668962350781,384.64808195592286,32.557272727272725,-319.86888888888893,2.5
TripA_TripA11_d1s,driving,True,542,594,52,-40.35878982128982,384.47355089355085,80.81,-249.5511111111111,1.0
TripA_TripA11_d1s,regen,True,974,987,13,38.609906759906764,389.05484071484074,63.60727272727272,2.491818181818182,-0.5
TripA_TripA11_d1s,driving,False,1032,1067,35,-0.744848484848485,386.7082943722944,45.45272727272727,-41.51888888888889,0.0
TripA_TripA11_d1s,driving,True,1260,1359,99,-10.526680950923376,386.09387307417614,8.563636363636364,-39.54888888888889,0.5
TripA_TripA11_d1s,idle,True,1365,1398,33,-2.6111784511784513,386.90063054790323,-2.3855555555555554,-3.04,0.0
TripA_TripA12_d1s,idle,True,36,95,59,-4.96526964560863,386.8956086286596,-4.794545454545454,-5.951818181818182,0.0
TripA_TripA12_d1s,driving,True,256,289,33,-7.50840220385675,385.4402938475666,50.72909090909091,-55.275454545454544,0.0
TripA_TripA12_d1s,idle,True,293,338,45,-4.535232323232323,386.2052480359147,-4.3,-4.84,0.5
TripA_TripA12_d1s,driving,True,338,431,93,-31.944368415336157,383.1939187574672,14.194545454545452,-99.35454545454546,1.5
TripA_TripA12_d1s,driving,True,432,469,37,-28.875623805623803,382.31030849030856,19.212727272727275,-93.19777777777776,0.5
TripA_TripA12_d1s,driving,True,500,536,36,-68.20678170594839,378.26549102132435,3.533333333333333,-246.4333333333333,1.5
TripA_TripA12_d1s,driving,True,537,585,48,-4.590300925925926,383.34579966329966,57.66777777777778,-125.88666666666668,0.0
TripA_TripA12_d1s,driving,True,587,645,58,-21.479493207941484,382.3187617554859,12.33,-72.94111111111111,0.5
TripA_TripA12_d1s,driving,True,769,863,94,-11.966910595314848,382.7184805501828,85.16545454545455,-117.41888888888889,1.0
TripA_TripA12_d1s,driving,True,1044,1142,98,-16.322215007215007,379.7531704803133,81.97555555555556,-139.82454545454544,0.5
TripA_TripA12_d1s,driving,True,1143,1182,39,-16.455760165760164,379.8608624708625,28.08272727272728,-57.63363636363636,0.5
TripA_TripA12_d1s,driving,False,1280,1329,49,-26.877184085755516,379.0476850133993,32.72909090909091,-88.31,1.0
TripA_TripA12_d1s,driving,False,1342,1378,36,-22.96881313131313,379.5109006734006,23.85,-78.05909090909091,0.5
TripA_TripA12_d1s,driving,False,1439,1483,44,-12.47994031221304,380.33243801652884,51.8,-67.32,0.0
TripA_TripA12_d1s,driving,False,1573,1616,43,-23.464587737843548,378.451129903688,72.8709090909091,-114.20555555555556,0.5
TripA_TripA13_d1s,driving,False,26,159,133,-9.377097288676236,390.22400926558817,21.53909090909091,-55.724545454545456,0.0
TripA_TripA13_d1s,driving,False,207,259,52,-10.441338383838387,389.7159557109557,40.18636363636364,-38.09111111111111,0.0
TripA_TripA13_d1s,driving,False,346,458,112,-8.826599025974025,389.6118795093795,37.699090909090906,-38.85666666666666,0.0
TripA_TripA13_d1s,driving,False,462,546,84,-7.974535834535834,389.641568061568,47.52909090909091,-56.55090909090909,0.0
TripA_TripA13_d1s,driving,False,548,598,50,-6.946197979797979,389.5259797979799,20.945454545454545,-39.208888888888886,0.5
TripA_TripA13_d1s,driving,False,602,697,95,-20.151760765550236,387.6727506645402,23.941111111111116,-64.60454545454546,1.0
TripA_TripA14_d1s,driving,True,9,181,172,-10.511647286821706,388.25409854357525,22.77636363636364,-72.93363636363637,1.0
TripA_TripA14_d1s,driving,False,197,374,177,-9.64746732865377,387.89758888318204,33.53545454545454,-63.11888888888888,1.0
TripA_TripA14_d1s,driving,False,390,470,80,-13.04310984848485,387.1299797979798,57.63818181818181,-95.15727272727273,1.0
TripA_TripA14_d1s,driving,False,485,606,121,-11.737812839135152,387.14446948827117,44.92090909090909,-96.40363636363637,0.5
TripA_TripA14_d1s,driving,False,634,681,47,-3.2497979797979792,388.1159767891682,6.923636363636363,-16.375555555555554,0.5
TripA_TripA15_d1s,driving,False,2,77,75,-11.180688215488216,385.7748983164983,27.301111111111112,-48.37555555555556,0.5
TripA_TripA15_d1s,driving,False,79,120,41,-14.204547918206453,385.100312884947,47.56181818181819,-48.63333333333333,0.0
TripA_TripA15_d1s,driving,False,160,771,611,-19.480699135379986,382.19492188662406,95.87666666666668,-122.11555555555556,7.5
TripA_TripA15_d1s,driving,False,772,1029,257,-22.361887356050783,378.5062421884212,54.49181818181818,-99.54444444444444,3.5
TripA_TripA15_d1s,driving,False,1042,1305,263,-9.86028497906825,379.64843146291815,103.10545454545456,-73.91000000000001,1.5
TripA_TripA15_d1s,idle,False,1319,1365,46,-1.6909288537549403,381.64466842336407,-1.18,-2.807777777777778,0.0
TripA_TripA15_d1s,driving,False,1398,1436,38,-13.40413875598086,379.57438330675177,47.05888888888889,-63.62444444444444,0.0
TripA_TripA15_d1s,idle,False,1542,1576,34,-1.255603089720737,381.11407308377903,-0.8433333333333333,-2.594444444444445,0.0
TripA_TripA15_d1s,driving,False,1576,1620,44,-8.255780532598715,379.84354683195585,42.28666666666666,-71.0190909090909,0.5
TripA_TripA15_d1s,idle,False,1679,1739,60,-1.3224461279461281,381.3821548821549,-0.829090909090909,-2.6955555555555555,0.0
TripA_TripA15_d1s,idle,False,1833,1889,56,-1.145501443001443,381.2882683982684,-0.8,-2.4827272727272724,0.0
TripA_TripA15_d1s,driving,False,1889,1925,36,-12.87634960718294,379.63380751964087,50.345454545454544,-58.17090909090909,0.0
TripA_TripA15_d1s,idle,False,1931,1992,61,-1.1760986918363971,381.1453402881271,-0.8477777777777777,-2.66,0.0
TripA_TripA15_d1s,idle,False,2043,2100,57,-1.0131880205564416,381.2543469785575,-0.94,-1.5033333333333332,0.0
TripA_TripA15_d1s,driving,False,2106,2173,67,-4.076669681893563,380.7235594753505,20.99,-28.864444444444448,0.5
TripA_TripA15_d1s,driving,False,2177,2232,55,-8.834005509641871,379.9194031221304,23.733636363636364,-46.330000000000005,0.0
TripA_TripA16_d1s,driving,False,12,59,47,-11.044547603696536,379.47743821190625,15.210909090909093,-100.96545454545452,0.5
TripA_TripA16_d1s,driving,False,72,115,43,-7.012473572938688,379.76034296452906,26.18555555555556,-57.193636363636365,0.0
TripA_TripA16_d1s,driving,False,131,177,46,-15.2403557312253,378.1128414580588,20.717272727272725,-61.98909090909091,0.5
TripA_TripA16_d1s,driving,False,178,230,52,-12.48385003885004,378.329491064491,31.401111111111117,-106.9881818181818,0.5
TripA_TripA16_d1s,idle,False,252,287,35,-1.7705396825396826,379.8463578643578,-1.6627272727272726,-2.278181818181818,0.0
TripA_TripA16_d1s,driving,False,287,332,45,-9.903786756453423,378.13875645342307,46.39666666666667,-60.291818181818186,0.0
TripA_TripA16_d1s,driving,False,361,1534,1173,-25.29128764197818,370.9001004073127,107.71444444444444,-128.87111111111113,18.0
TripA_TripA16_d1s,driving,False,1535,1690,155,-13.376357119582924,368.9510667970023,59.99111111111111,-70.91818181818182,1.5
TripA_TripA16_d1s,driving,False,1692,1739,47,-19.885237481194928,368.2984826993338,38.59090909090909,-77.83454545454545,1.0
TripA_TripA16_d1s,driving,False,1776,1878,102,-11.606490394137454,369.2151990493167,33.62888888888889,-71.36888888888888,1.0
TripA_TripA17_d1s,driving,False,2,124,122,-28.202809239940386,387.6017991389303,18.23111111111111,-142.4622222222222,0.0
TripA_TripA17_d1s,driving,False,156,201,45,-18.947519640852974,387.3451672278339,35.873333333333335,-102.51111111111112,0.5
TripA_TripA17_d1s,driving,False,202,600,398,-39.83451550682707,381.2505385513426,54.79,-311.8681818181818,9.0
TripA_TripA18_d1s,idle,False,18,85,67,-1.1121061359867332,386.8485330921152,-0.8644444444444445,-2.421111111111111,0.0
TripA_TripA18_d1s,driving,False,85,398,313,-34.07369412979637,380.91774744247584,84.17444444444443,-245.4527272727273,6.5
TripA_TripA18_d1s,driving,False,401,541,140,-38.017272727272726,376.1460822510823,63.94444444444444,-198.62727272727275,3.049999999999997
TripA_TripA18_d1s,idle,False,577,644,67,-2.1585753052917234,383.0012965475652,-1.9518181818181817,-2.388888888888889,0.0
TripA_TripA18_d1s,driving,False,644,675,31,-19.908813945910723,380.3924405343759,49.41454545454545,-90.55636363636364,0.5
TripA_TripA18_d1s,idle,False,680,732,52,-2.0045959595959597,383.12492618492615,-1.8377777777777775,-2.251818181818182,0.0
TripA_TripA18_d1s,driving,False,756,864,108,-9.319303217358774,382.1209474373364,29.67333333333333,-59.48181818181818,0.5
TripA_TripA19_d1s,driving,True,9,121,112,-15.683937590187591,390.52766774891774,25.952727272727277,-82.93666666666667,1.0
TripA_TripA19_d1s,idle,False,172,212,40,-2.222459595959596,391.5375934343434,-2.1522222222222225,-2.31,0.0
TripA_TripA19_d1s,driving,False,246,420,174,-26.862547892720304,387.6245802856147,51.30555555555556,-113.3690909090909,2.5
TripA_TripA19_d1s,driving,False,428,568,140,-21.460772005772007,386.9137503607504,55.88333333333333,-116.38222222222224,1.5
TripA_TripA19_d1s,driving,False,571,682,111,-3.237337337337338,389.0214341614342,41.97666666666667,-49.81636363636364,0.0
TripA_TripA19_d1s,driving,False,830,868,38,-20.19085858585859,387.3794790005316,31.65333333333333,-148.39111111111112,0.5
TripA_TripA19_d1s,driving,False,907,966,59,-18.364103749357987,387.01475774696115,57.72727272727273,-85.70545454545454,1.0
TripA_TripA19_d1s,idle,False,970,1020,50,-1.8052121212121213,388.8457515151516,-1.6033333333333333,-2.088181818181818,0.0
